screener,workerId,m_initial,m_final,diff,effect_size,scenario,training_mistakes,wtp,wtp_revised,superiority_special,superiority_special_revised,superiority_standard,superiority_standard_radio,superiority_standard_revised,superiority_nyc,superiority_nyc_radio,superiority_nyc_revised,superiority_height,superiority_height_radio,superiority_height_revised,ts_consent_start,ts_instruction_start,ts_initial_start,ts_final_start,ts_pq_boulder_start,ts_pq_weather_start,ts_pq_height_start,ts_submitted_
I was considering the prize money that I would get if I won.,8d733e6941e0061c5c0f0911ecac3bd4,3,10,0,0,0,50,50,20,95,57,50,yes,NA,55,yes,NA,85,yes,NA,9/6/19 19:49,9/6/19 19:50,9/6/19 19:51,9/6/19 19:53,9/6/19 19:54,9/6/19 19:55,9/6/19 19:55,9/6/19 19:56
I was considering the prize money that I would get if I won.,d32cb324b39eaddad3d32e409b554bbf,3,4,0,0,0,"51,50",20,25,80,75,51,yes,NA,45,yes,NA,50,yes,NA,9/6/19 13:50,9/6/19 13:51,9/6/19 13:54,9/6/19 13:56,9/6/19 13:57,9/6/19 13:57,9/6/19 13:58,9/6/19 13:58
I was considering the feeling of winning.,a8e3ddefebc0355da1f3832fbde4737d,3,9,0,0,0,"65,65,50",50,30,80,65,55,yes,NA,85,yes,NA,58,yes,NA,9/6/19 16:39,9/6/19 16:47,9/6/19 16:49,9/6/19 16:55,9/6/19 16:56,9/6/19 16:57,9/6/19 16:59,9/6/19 17:00
I was considering the prize money that I would get if I won.,db2daf064aa41d917892a7c7854c7ef8,3,7,0,0,0,50,20,30,50,60,60,yes,NA,5,yes,NA,15,yes,NA,9/6/19 18:59,9/6/19 18:59,9/6/19 19:00,9/6/19 19:00,9/6/19 19:00,9/6/19 19:01,9/6/19 19:01,9/6/19 19:01
I was considering the prize money that I would get if I won.,a936aeef57515dfeb355e21246e655d5,3,7,0,0,0,50,100,15,95,57,50,yes,NA,95,yes,NA,70,yes,NA,9/6/19 17:00,9/6/19 17:01,9/6/19 17:02,9/6/19 17:02,9/6/19 17:02,9/6/19 17:02,9/6/19 17:03,9/6/19 17:03
I was considering the prize money that I would get if I won.,702fbddbddc272061b67dd94a805a1c9,3,4,0,0,0,50,25,15,95,57,50,yes,NA,100,yes,NA,50,yes,NA,9/6/19 20:00,9/6/19 20:01,9/6/19 20:03,9/6/19 20:04,9/6/19 20:05,9/6/19 20:05,9/6/19 20:06,9/6/19 20:06
I was considering the prize money that I would get if I won.,d198eac7dff50dca50a8c9c656fd8104,3,10,0,0,0,50,200,50,100,57,50,yes,NA,85,yes,NA,50,yes,NA,9/6/19 20:00,9/6/19 20:00,9/6/19 20:02,9/6/19 20:04,9/6/19 20:05,9/6/19 20:05,9/6/19 20:06,9/6/19 20:06
I was considering the prize money that I would get if I won.,ce86f5888c1749695ef4b069af0469df,3,7,0,0,0,50,75,75,30,25,50,yes,NA,80,yes,NA,50,yes,NA,9/6/19 19:59,9/6/19 20:07,9/6/19 20:07,9/6/19 20:07,9/6/19 20:07,9/6/19 20:08,9/6/19 20:08,9/6/19 20:08
I was considering the prize money that I would get if I won. And I was considering the feeling of winning.,88055c7ab09fb4d7696f62d7fe463783,3,10,0,0,0,"78,78,78,50",75,65,95,5,50,yes,NA,85,yes,NA,60,yes,NA,9/6/19 20:02,9/6/19 20:03,9/6/19 20:04,9/6/19 20:06,9/6/19 20:08,9/6/19 20:08,9/6/19 20:09,9/6/19 20:09
None of above,dd78c137b737804700b2e97b16fdf7a9,3,10,0,0,0,50,100,50,95,60,50,yes,NA,85,no,50,60,yes,NA,9/6/19 19:02,9/6/19 19:02,9/6/19 19:04,9/6/19 19:07,9/6/19 19:08,9/6/19 19:08,9/6/19 19:09,9/6/19 19:10
None of above,9ca5e17d8194485ab0df2c375eea1e10,3,9,0,0,0,50,20,10,95,57,50,yes,NA,20,no,80,45,yes,NA,9/6/19 19:05,9/6/19 19:05,9/6/19 19:07,9/6/19 19:09,9/6/19 19:10,9/6/19 19:11,9/6/19 19:11,9/6/19 19:12
None of above,154447a6d2874cd36c7c56f1a68c96eb,3,7,0,0,0,50,100,0,100,57,50,yes,NA,30,yes,NA,57,yes,NA,9/6/19 19:11,9/6/19 19:11,9/6/19 19:13,9/6/19 19:14,9/6/19 19:15,9/6/19 19:16,9/6/19 19:16,9/6/19 19:16
None of above,1e90e06f6c92988429d1a91002b258f6,3,10,0,0,0,"56,50",13,11,65,55,33,yes,NA,65,yes,NA,54,yes,NA,9/6/19 17:16,9/6/19 17:16,9/6/19 17:16,9/6/19 17:17,9/6/19 17:17,9/6/19 17:17,9/6/19 17:17,9/6/19 17:17
I was considering the prize money that I would get if I won.,6d7b936b50b8d48793b92b8a42c2c070,3,4,0,0,0,"80,50",100,50,95,57,57,yes,NA,86,yes,NA,60,yes,NA,9/6/19 19:12,9/6/19 19:12,9/6/19 19:13,9/6/19 19:16,9/6/19 19:17,9/6/19 19:17,9/6/19 19:18,9/6/19 19:18
I was considering the prize money that I would get if I won. And I was considering the feeling of winning.,1193b0de248fd0fc3f2ce01312f2510a,3,9,0,0,0,50,125,50,85,57,50,yes,NA,70,yes,NA,75,yes,NA,9/6/19 19:11,9/6/19 19:11,9/6/19 19:12,9/6/19 19:14,9/6/19 19:15,9/6/19 19:15,9/6/19 19:16,9/6/19 19:16
I was considering the prize money that I would get if I won.,c32bedd25ae4cb62dc6f71b2113a63bf,3,4,0,0,0,50,250,10,95,57,50,yes,NA,7,no,93,50,yes,NA,9/6/19 20:12,9/6/19 20:12,9/6/19 20:13,9/6/19 20:16,9/6/19 20:17,9/6/19 20:17,9/6/19 20:18,9/6/19 20:19
I was considering the prize money that I would get if I won.,4c8504860835286c0dc00ca8d08bf098,3,4,0,0,0,50,150,50,95,57,50,yes,NA,57,yes,NA,70,yes,NA,9/6/19 20:19,9/6/19 20:19,9/6/19 20:19,9/6/19 20:20,9/6/19 20:20,9/6/19 20:20,9/6/19 20:21,9/6/19 20:21
I was considering the prize money that I would get if I won.,5cfda9bc77d780dfb100044dcdc3b2f0,3,7,0,0,0,"0,50",50,50,100,57,50,yes,NA,57,yes,NA,57,yes,NA,9/6/19 17:12,9/6/19 17:13,9/6/19 17:15,9/6/19 17:18,9/6/19 17:18,9/6/19 17:19,9/6/19 17:20,9/6/19 17:20
I was considering the prize money that I would get if I won.,82fc54c2ab81c8806dbc13bc57067ccc,3,4,0,0,0,50,125,10,98,57,57,no,50,57,yes,NA,65,yes,NA,9/6/19 20:15,9/6/19 20:16,9/6/19 20:17,9/6/19 20:20,9/6/19 20:21,9/6/19 20:21,9/6/19 20:22,9/6/19 20:23
I was considering the prize money that I would get if I won. And I was considering the feeling of winning.,c2b39652301fa2ff3a8bc79d8c1728a8,3,10,0,0,0,50,100,20,100,57,50,yes,NA,69,yes,NA,20,no,80,9/6/19 19:19,9/6/19 19:19,9/6/19 19:20,9/6/19 19:22,9/6/19 19:23,9/6/19 19:23,9/6/19 19:24,9/6/19 19:25
I was considering the prize money that I would get if I won.,80a4033a742eb225aeac225c3c301035,3,10,0,0,0,"70,50",50,30,95,57,43,no,50,50,no,75,60,yes,NA,9/6/19 19:15,9/6/19 19:17,9/6/19 19:20,9/6/19 19:22,9/6/19 19:24,9/6/19 19:25,9/6/19 19:25,9/6/19 19:26
I was considering the prize money that I would get if I won.,b48e5784d3e05d53ae64b28e77572ef8,3,10,0,0,0,"60,60,50",65,30,75,58,45,yes,NA,6,yes,NA,80,yes,NA,9/6/19 20:28,9/6/19 20:28,9/6/19 20:29,9/6/19 20:29,9/6/19 20:30,9/6/19 20:30,9/6/19 20:30,9/6/19 20:31
I was considering the feeling of winning.,8570ea80ae883a34f54c9c2af137aeae,3,4,0,0,0,"60,60,60,50",100,0,100,57,50,yes,NA,1,no,99,85,yes,NA,9/6/19 20:23,9/6/19 20:23,9/6/19 20:25,9/6/19 20:26,9/6/19 20:27,9/6/19 20:28,9/6/19 20:30,9/6/19 20:30
I was considering the prize money that I would get if I won.,ea69ad54bdb63a35c39e9f211e6117dd,3,9,0,0,0,50,50,50,75,65,50,yes,NA,45,yes,NA,50,yes,NA,9/6/19 19:27,9/6/19 19:27,9/6/19 19:28,9/6/19 19:29,9/6/19 19:30,9/6/19 19:30,9/6/19 19:31,9/6/19 19:31
I was considering the prize money that I would get if I won.,68bf467a5e77d85159e8e65441effbea,3,4,0,0,0,"51,50",100,55,100,57,50,yes,NA,43,yes,NA,43,yes,NA,9/6/19 17:26,9/6/19 17:27,9/6/19 17:29,9/6/19 17:30,9/6/19 17:31,9/6/19 17:32,9/6/19 17:33,9/6/19 17:34
I was considering the prize money that I would get if I won.,80a03885bec639f6b3420f28a5428630,3,10,0,0,0,50,100,30,99,57,50,yes,NA,10,no,10,50,yes,NA,9/6/19 20:31,9/6/19 20:31,9/6/19 20:32,9/6/19 20:33,9/6/19 20:34,9/6/19 20:34,9/6/19 20:35,9/6/19 20:36
I was considering the prize money that I would get if I won.,f97befff971362faa548823b78d5bbd1,3,10,0,0,0,"51,50",220,115,99,57,50,yes,NA,57,yes,NA,93,no,78,9/6/19 20:27,9/6/19 20:28,9/6/19 20:30,9/6/19 20:34,9/6/19 20:36,9/6/19 20:36,9/6/19 20:38,9/6/19 20:39
I was considering the prize money that I would get if I won.,c4673e212a9180e48b8c683282647e09,3,7,0,0,0,50,249,142,100,57,25,yes,NA,15,yes,NA,60,yes,NA,9/6/19 19:41,9/6/19 19:41,9/6/19 19:42,9/6/19 19:42,9/6/19 19:43,9/6/19 19:44,9/6/19 19:44,9/6/19 19:44
I was considering the prize money that I would get if I won.,eec2630b6ab1f207621145d47b1e5a50,3,9,0,0,0,50,100,40,95,57,50,yes,NA,50,yes,NA,60,yes,NA,9/6/19 19:40,9/6/19 19:41,9/6/19 19:42,9/6/19 19:44,9/6/19 19:45,9/6/19 19:46,9/6/19 19:46,9/6/19 19:47
I was considering the prize money that I would get if I won.,21a1225fdb4e66c5fc68525fcad69cd6,3,7,0,0,0,50,100,50,97,57,50,yes,NA,67,yes,NA,57,yes,NA,9/6/19 20:40,9/6/19 20:40,9/6/19 20:42,9/6/19 20:44,9/6/19 20:47,9/6/19 20:47,9/6/19 20:49,9/6/19 20:50
I was considering the prize money that I would get if I won.,6999f38045ebe89a5b69e9970ac7670e,3,9,0,0,0,50,100,100,100,100,50,yes,NA,50,yes,NA,50,yes,NA,9/6/19 18:48,9/6/19 18:48,9/6/19 18:49,9/6/19 18:51,9/6/19 18:51,9/6/19 18:51,9/6/19 18:52,9/6/19 18:52
I was considering the prize money that I would get if I won. And I was considering the feeling of winning.,e354a45e0ec28e925e594fcfe8c3f740,3,10,0,0,0,50,200,120,65,57,50,yes,NA,40,yes,NA,63,yes,NA,9/6/19 20:45,9/6/19 20:45,9/6/19 20:46,9/6/19 20:48,9/6/19 20:50,9/6/19 20:50,9/6/19 20:51,9/6/19 20:52
I was considering the prize money that I would get if I won.,b0bcd194de927eb6b3ebbfcdb34d046a,3,4,0,0,0,50,50,25,100,57,50,yes,NA,57,yes,NA,50,yes,NA,9/6/19 20:49,9/6/19 20:49,9/6/19 20:51,9/6/19 20:52,9/6/19 20:52,9/6/19 20:53,9/6/19 20:53,9/6/19 20:53
None of above,bca012d6106d0b0f9bf211a10be56bb6,3,4,0,0,0,"60,50",20,20,75,75,50,yes,NA,25,yes,NA,60,yes,NA,9/6/19 17:51,9/6/19 17:51,9/6/19 17:52,9/6/19 17:53,9/6/19 17:54,9/6/19 17:54,9/6/19 17:55,9/6/19 17:55
I was considering the prize money that I would get if I won.,64a40c5818415478f34f0c846a95db93,3,10,0,0,0,50,200,15,100,57,50,yes,NA,2,no,30,30,yes,NA,9/6/19 20:52,9/6/19 20:52,9/6/19 20:53,9/6/19 20:55,9/6/19 20:55,9/6/19 20:55,9/6/19 20:56,9/6/19 20:56
None of above,7d22f5c209c4486a73d4d3c843aee33f,3,7,0,0,0,50,10,10,54,57,50,yes,NA,75,yes,NA,57,yes,NA,9/6/19 16:57,9/6/19 16:57,9/6/19 16:59,9/6/19 17:00,9/6/19 17:00,9/6/19 17:01,9/6/19 17:01,9/6/19 17:02
None of above,783fbd74ed220ba8d475095d6723891a,3,7,0,0,0,"60,60,50",50,50,100,57,50,yes,NA,50,yes,NA,57,yes,NA,9/6/19 20:42,9/6/19 20:51,9/6/19 20:53,9/6/19 20:54,9/6/19 21:00,9/6/19 21:01,9/6/19 21:02,9/6/19 21:03
I was considering the prize money that I would get if I won. And I was considering the feeling of winning.,c09b94e02254652882ed58c54fd50fb7,3,10,0,0,0,"25,25,50",100,50,80,57,50,yes,NA,50,yes,NA,50,yes,NA,9/6/19 21:01,9/6/19 21:01,9/6/19 21:03,9/6/19 21:04,9/6/19 21:05,9/6/19 21:05,9/6/19 21:06,9/6/19 21:06
I was considering the prize money that I would get if I won.,7a58dafcc057bd58960692a0085d499a,3,9,0,0,0,75,100,75,75,50,30,no,60,45,yes,NA,20,yes,NA,9/6/19 17:59,9/6/19 17:59,9/6/19 18:01,9/6/19 18:04,9/6/19 18:05,9/6/19 18:06,9/6/19 18:06,9/6/19 18:07
None of above,7aeed97469a5a6fa95257a69e475d6f8,3,10,0,0,0,50,50,7,95,57,50,yes,NA,50,yes,NA,50,yes,NA,9/6/19 21:03,9/6/19 21:03,9/6/19 21:05,9/6/19 21:06,9/6/19 21:07,9/6/19 21:07,9/6/19 21:08,9/6/19 21:08
I was considering the prize money that I would get if I won.,3c33288f5681a73ba1acf9d4222e36ee,3,10,0,0,0,50,150,50,80,57,50,yes,NA,60,yes,NA,50,yes,NA,9/6/19 20:13,9/6/19 20:13,9/6/19 20:14,9/6/19 20:16,9/6/19 20:16,9/6/19 20:17,9/6/19 20:17,9/6/19 20:17
I was considering the prize money that I would get if I won. And I was considering the feeling of winning.,0887ba59baf0f5c8cd2f859fd491f460,3,4,0,0,0,50,20,10,100,57,50,yes,NA,57,yes,NA,80,yes,NA,9/6/19 14:55,9/6/19 14:55,9/6/19 15:05,9/6/19 15:08,9/6/19 15:12,9/6/19 15:13,9/6/19 15:15,9/6/19 15:16
I was considering the prize money that I would get if I won. And I was considering the feeling of winning.,be68be44848053d9e3f91290a159c46f,3,9,0,0,0,50,50,10,95,57,50,yes,NA,95,yes,NA,50,yes,NA,9/6/19 20:11,9/6/19 20:12,9/6/19 20:14,9/6/19 20:16,9/6/19 20:17,9/6/19 20:18,9/6/19 20:19,9/6/19 20:19
I was considering the prize money that I would get if I won.,5c42e3349f37b98543673073de91bb0b,3,10,0,0,0,50,50,50,100,57,50,yes,NA,50,no,20,40,yes,NA,9/6/19 20:17,9/6/19 20:17,9/6/19 20:18,9/6/19 20:19,9/6/19 20:20,9/6/19 20:20,9/6/19 20:20,9/6/19 20:21
I was considering the prize money that I would get if I won. And I was considering the feeling of winning.,312df0eddd0942aeea471834098c4067,3,9,0,0,0,50,50,65,60,57,50,yes,NA,91,yes,NA,70,yes,NA,9/6/19 21:17,9/6/19 21:17,9/6/19 21:18,9/6/19 21:19,9/6/19 21:20,9/6/19 21:20,9/6/19 21:22,9/6/19 21:23
I was considering the prize money that I would get if I won.,efdbb25deced076ed765e847ac2ecb57,3,10,0,0,0,50,125,75,100,57,50,yes,NA,80,yes,NA,65,yes,NA,9/6/19 20:18,9/6/19 20:18,9/6/19 20:19,9/6/19 20:20,9/6/19 20:21,9/6/19 20:21,9/6/19 20:21,9/6/19 20:22
I was considering the prize money that I would get if I won.,1a3f09807cf9ce47a4a756b1cc960aec,3,7,0,0,0,50,100,50,95,57,50,yes,NA,75,yes,NA,57,yes,NA,9/6/19 21:18,9/6/19 21:19,9/6/19 21:20,9/6/19 21:21,9/6/19 21:22,9/6/19 21:22,9/6/19 21:23,9/6/19 21:23
I was considering the prize money that I would get if I won. And I was considering the feeling of winning.,2d46ca35c40307446402c84e6a826b00,3,10,0,0,0,50,50,50,98,98,50,yes,NA,92,yes,NA,67,yes,NA,9/6/19 21:18,9/6/19 21:18,9/6/19 21:20,9/6/19 21:22,9/6/19 21:23,9/6/19 21:23,9/6/19 21:24,9/6/19 21:24
I was considering the prize money that I would get if I won.,ee52f4c674b80fccf283f387113a848c,3,4,0,0,0,50,75,40,100,57,50,yes,NA,50,yes,NA,50,yes,NA,9/6/19 21:19,9/6/19 21:20,9/6/19 21:21,9/6/19 21:24,9/6/19 21:24,9/6/19 21:25,9/6/19 21:25,9/6/19 21:25
I was considering the prize money that I would get if I won.,b3ce7c105758f1c6e6b351d166ad873f,3,4,0,0,0,50,100,0,100,57,50,yes,NA,57,yes,NA,55,yes,NA,9/6/19 21:20,9/6/19 21:20,9/6/19 21:22,9/6/19 21:24,9/6/19 21:25,9/6/19 21:25,9/6/19 21:26,9/6/19 21:26
I was considering the prize money that I would get if I won.,4696dfa7a67ea87af86c975b05008f33,3,4,0,0,0,50,50,50,100,57,50,yes,NA,75,yes,NA,75,yes,NA,9/6/19 20:25,9/6/19 20:25,9/6/19 20:27,9/6/19 20:28,9/6/19 20:29,9/6/19 20:29,9/6/19 20:30,9/6/19 20:30
I was considering the prize money that I would get if I won. And I was considering the feeling of winning.,d4598b0188b3fca7e875548b0ecc7312,3,10,0,0,0,50,150,20,97,57,50,yes,NA,34,no,68,65,yes,NA,9/6/19 18:33,9/6/19 18:33,9/6/19 18:34,9/6/19 18:35,9/6/19 18:36,9/6/19 18:36,9/6/19 18:37,9/6/19 18:37
I was considering the prize money that I would get if I won.,86f9ea2c04283b1789e5e4395a99a3d9,3,10,0,0,0,"75,50",50,50,95,57,50,yes,NA,25,yes,NA,12,yes,NA,9/6/19 21:35,9/6/19 21:35,9/6/19 21:37,9/6/19 21:38,9/6/19 21:39,9/6/19 21:39,9/6/19 21:40,9/6/19 21:41
I was considering the prize money that I would get if I won.,932e0365ac97dfe4bdba4c1810ec8986,3,9,0,0,0,50,100,25,90,57,50,yes,NA,62,yes,NA,56,yes,NA,9/6/19 18:27,9/6/19 18:29,9/6/19 18:34,9/6/19 18:37,9/6/19 18:38,9/6/19 18:40,9/6/19 18:40,9/6/19 18:41
I was considering the prize money that I would get if I won. And I was considering the feeling of winning.,a3caeba5f4619134b1eb3a8063bcd4b8,3,4,0,0,0,50,75,50,75,57,50,yes,NA,50,yes,NA,75,yes,NA,9/6/19 21:40,9/6/19 21:43,9/6/19 21:44,9/6/19 21:45,9/6/19 21:45,9/6/19 21:45,9/6/19 21:46,9/6/19 21:46
I was considering the prize money that I would get if I won.,ecd7934b5ccc20455f9c02201975db07,3,4,0,0,0,50,50,0,75,57,50,yes,NA,57,yes,NA,65,yes,NA,9/6/19 21:40,9/6/19 21:41,9/6/19 21:42,9/6/19 21:44,9/6/19 21:44,9/6/19 21:45,9/6/19 21:45,9/6/19 21:45
None of above,b6dcb10486f1d53bb95e0923b15467be,3,9,0,0,0,"100,100,50",125,5,75,57,50,yes,NA,75,yes,NA,50,yes,NA,9/6/19 21:42,9/6/19 21:42,9/6/19 21:44,9/6/19 21:45,9/6/19 21:46,9/6/19 21:46,9/6/19 21:47,9/6/19 21:47
I was considering the prize money that I would get if I won. And I was considering the feeling of winning.,0a8d199cd1f7f78f6e9821efd8d6298d,3,10,0,0,0,50,75,50,60,57,50,yes,NA,64,yes,NA,10,yes,NA,9/6/19 20:42,9/6/19 20:42,9/6/19 20:45,9/6/19 20:46,9/6/19 20:47,9/6/19 20:47,9/6/19 20:48,9/6/19 20:48
I was considering the prize money that I would get if I won.,d33250399cbecdbd6c683f4b54d6f434,3,10,0,0,0,50,75,50,90,57,50,yes,NA,57,yes,NA,63,yes,NA,9/6/19 20:39,9/6/19 20:40,9/6/19 20:42,9/6/19 20:45,9/6/19 20:45,9/6/19 20:46,9/6/19 20:47,9/6/19 20:48
I was considering the prize money that I would get if I won.,23684f8cf4b74efd8efc873efde3eab2,3,4,0,0,0,50,100,50,95,57,50,yes,NA,57,yes,NA,57,yes,NA,9/6/19 18:47,9/6/19 18:47,9/6/19 18:49,9/6/19 18:50,9/6/19 18:51,9/6/19 18:51,9/6/19 18:52,9/6/19 18:52
I was considering the prize money that I would get if I won. And I was considering the feeling of winning.,f587a8d7246d0f88b1610cf982b107f0,3,9,0,0,0,50,125,25,100,57,50,yes,NA,0,yes,NA,1,no,75,9/6/19 21:46,9/6/19 21:46,9/6/19 21:48,9/6/19 21:49,9/6/19 21:50,9/6/19 21:50,9/6/19 21:51,9/6/19 21:52
None of above,abd768333f3d7df9de6a03cf9e8abee8,3,9,0,0,0,"30,50",20,5,95,57,50,yes,NA,50,yes,NA,50,yes,NA,9/6/19 20:50,9/6/19 20:50,9/6/19 20:52,9/6/19 20:54,9/6/19 20:54,9/6/19 20:54,9/6/19 20:55,9/6/19 20:55
I was considering the prize money that I would get if I won.,7b34e9353f743bbbb47971ae1a5ec7ec,3,4,0,0,0,50,50,25,99,57,57,no,50,57,yes,NA,30,no,70,9/6/19 21:49,9/6/19 21:50,9/6/19 21:52,9/6/19 21:53,9/6/19 21:54,9/6/19 21:55,9/6/19 21:55,9/6/19 21:56
I was considering the prize money that I would get if I won.,4b7cdd14e9bf97790b279c0baa2bbc7d,3,10,0,0,0,50,50,25,95,57,50,yes,NA,68,yes,NA,70,yes,NA,9/6/19 21:56,9/6/19 21:56,9/6/19 21:57,9/6/19 21:58,9/6/19 21:59,9/6/19 21:59,9/6/19 22:00,9/6/19 22:00
I was considering the prize money that I would get if I won.,e6e5693505d58443c874892dee7ef6da,3,9,0,0,0,50,200,100,90,57,50,yes,NA,50,yes,NA,50,yes,NA,9/6/19 21:59,9/6/19 21:59,9/6/19 22:00,9/6/19 22:00,9/6/19 22:01,9/6/19 22:01,9/6/19 22:01,9/6/19 22:01
I was considering the prize money that I would get if I won. And I was considering the feeling of winning.,ffdd6dabdbeced489e7da992f4e732eb,3,9,0,0,0,"56,50",70,60,95,54,50,yes,NA,78,yes,NA,62,yes,NA,9/6/19 21:49,9/6/19 21:49,9/6/19 21:51,9/6/19 21:54,9/6/19 21:58,9/6/19 21:58,9/6/19 21:59,9/6/19 21:59
I was considering the prize money that I would get if I won.,311a1bf0c95c12392e8321eca1a1dacc,3,4,0,0,0,"49,50",100,25,95,26,15,yes,NA,98,yes,NA,65,yes,NA,9/6/19 21:57,9/6/19 21:58,9/6/19 21:59,9/6/19 22:00,9/6/19 22:01,9/6/19 22:02,9/6/19 22:02,9/6/19 22:03
None of above,1fee4388423737fb7e3a493f29887b00,3,10,0,0,0,50,0,0,95,57,50,yes,NA,35,yes,NA,60,yes,NA,9/6/19 21:55,9/6/19 21:56,9/6/19 21:58,9/6/19 22:00,9/6/19 22:01,9/6/19 22:01,9/6/19 22:02,9/6/19 22:03
I was considering the prize money that I would get if I won.,d510556239ffc7b21f15e8292cd4535f,3,10,0,0,0,50,50,40,75,60,60,no,50,45,yes,NA,60,yes,NA,9/6/19 22:06,9/6/19 22:06,9/6/19 22:07,9/6/19 22:09,9/6/19 22:10,9/6/19 22:10,9/6/19 22:11,9/6/19 22:12
I was considering the prize money that I would get if I won.,b61e3cfbc9ee0ddafab2e68629304c05,3,4,0,0,0,"53,53,50",50,25,85,57,50,yes,NA,57,no,54,53,yes,NA,9/6/19 22:09,9/6/19 22:10,9/6/19 22:10,9/6/19 22:11,9/6/19 22:12,9/6/19 22:12,9/6/19 22:13,9/6/19 22:13
I was considering the prize money that I would get if I won.,af59f0567b354acfed3826225f08dcba,3,7,0,0,0,50,50,50,100,57,50,yes,NA,30,no,80,57,yes,NA,9/6/19 20:08,9/6/19 20:08,9/6/19 20:09,9/6/19 20:11,9/6/19 20:12,9/6/19 20:12,9/6/19 20:13,9/6/19 20:13
I was considering the prize money that I would get if I won.,5bd7f1274d582a425af96f68f9ba12a8,3,7,0,0,0,"100,50",105,50,100,50,50,yes,NA,100,yes,NA,100,yes,NA,9/6/19 22:16,9/6/19 22:17,9/6/19 22:17,9/6/19 22:17,9/6/19 22:18,9/6/19 22:18,9/6/19 22:18,9/6/19 22:18
I was considering the feeling of winning.,ef6a4bcf5db0ddb14f81e9dcf19dcb61,3,7,0,0,0,"51,50",0,0,100,100,50,yes,NA,90,yes,NA,90,yes,NA,9/6/19 21:08,9/6/19 21:09,9/6/19 21:12,9/6/19 21:14,9/6/19 21:14,9/6/19 21:15,9/6/19 21:16,9/6/19 21:16
I was considering the prize money that I would get if I won.,60a4ead8195fafb7a5fb1e58d86d8dfd,3,4,0,0,0,50,100,80,70,57,50,yes,NA,57,yes,NA,65,yes,NA,9/6/19 22:07,9/6/19 22:08,9/6/19 22:11,9/6/19 22:16,9/6/19 22:18,9/6/19 22:18,9/6/19 22:19,9/6/19 22:20
I was considering the prize money that I would get if I won.,c6c9e196894a160bd35b822edae28d06,3,4,0,0,0,50,50,25,95,57,50,yes,NA,57,yes,NA,50,yes,NA,9/6/19 21:11,9/6/19 21:13,9/6/19 21:15,9/6/19 21:18,9/6/19 21:19,9/6/19 21:19,9/6/19 21:20,9/6/19 21:21
I was considering the prize money that I would get if I won.,4067a7e44ca1a804183150dcb082b6ab,3,4,0,0,0,50,2,2,95,57,50,yes,NA,57,yes,NA,60,yes,NA,9/6/19 21:22,9/6/19 21:22,9/6/19 21:23,9/6/19 21:25,9/6/19 21:26,9/6/19 21:26,9/6/19 21:26,9/6/19 21:27
I was considering the prize money that I would get if I won.,56b4dacdc5063a3a13a8e24f76c6b755,3,7,0,0,0,50,100,10,95,57,50,yes,NA,10,yes,NA,57,yes,NA,9/6/19 22:22,9/6/19 22:23,9/6/19 22:24,9/6/19 22:25,9/6/19 22:26,9/6/19 22:26,9/6/19 22:27,9/6/19 22:27
I was considering the prize money that I would get if I won.,e5e7827105644f85b08e803f38c1f52b,3,9,0,0,0,"51,50",150,75,95,57,50,yes,NA,75,yes,NA,75,yes,NA,9/6/19 22:23,9/6/19 22:23,9/6/19 22:25,9/6/19 22:27,9/6/19 22:28,9/6/19 22:28,9/6/19 22:29,9/6/19 22:29
I was considering the prize money that I would get if I won.,a522e17343e15ea6139b830d41fad415,3,10,0,0,0,50,50,20,100,57,50,yes,NA,80,yes,NA,50,yes,NA,9/6/19 22:29,9/6/19 22:29,9/6/19 22:30,9/6/19 22:31,9/6/19 22:31,9/6/19 22:32,9/6/19 22:32,9/6/19 22:32
I was considering the prize money that I would get if I won.,d5bfc27cfb3e7996a876f59effe2c83c,3,9,0,0,0,"45,45,50",50,50,60,57,50,yes,NA,50,yes,NA,50,yes,NA,9/6/19 22:26,9/6/19 22:27,9/6/19 22:29,9/6/19 22:31,9/6/19 22:32,9/6/19 22:32,9/6/19 22:33,9/6/19 22:33
I was considering the prize money that I would get if I won.,8080ac592bbe49e1b7b34de5c4f31335,3,7,0,0,0,50,25,25,100,57,50,yes,NA,30,yes,NA,70,yes,NA,9/6/19 22:33,9/6/19 22:33,9/6/19 22:35,9/6/19 22:37,9/6/19 22:38,9/6/19 22:38,9/6/19 22:39,9/6/19 22:39
I was considering the prize money that I would get if I won. And I was considering the feeling of winning.,50044cea7fecfe2028e6e6fbab2a053a,3,7,0,0,0,50,100,100,95,95,5,no,50,90,yes,NA,50,yes,NA,9/6/19 21:30,9/6/19 21:30,9/6/19 21:32,9/6/19 21:38,9/6/19 21:39,9/6/19 21:40,9/6/19 21:41,9/6/19 21:41
I was considering the prize money that I would get if I won. And I was considering the feeling of winning.,35b1619c21a90eea31b91d7b57ad066c,3,10,0,0,0,50,100,100,95,60,50,yes,NA,50,yes,NA,75,yes,NA,9/6/19 21:38,9/6/19 21:38,9/6/19 21:39,9/6/19 21:40,9/6/19 21:41,9/6/19 21:41,9/6/19 21:42,9/6/19 21:42
